cantonment area, domlur, indiranagar, jeevanbheemanagar, malleswaram, pete area, rajajinagar, sadashivanagar, seshadripuram, shivajinagar, ulsoor, vasanth nagar, doddaballapura , devanahalli, hoskote, magadi, bidadi, bannerghatta, anekal , hosur, banashankari, basavanagudi, girinagar, j. p. nagar, jayanagar, kumaraswamy layout, padmanabhanagar, uttarahalli, cantonment area, domlur, indiranagar, jeevanbheemanagar, malleswaram, pete area, rajajinagar, sadashivanagar, seshadripuram, shivajinagar, ulsoor, vasanth nagar, bellandur, cv raman nagar, hoodi, krishnarajapuram, mahadevapura, marathahalli, varthur, whitefield, banaswadi, hbr layout, horamavu, kammanahalli, lingarajapuram, ramamurthy nagar, anjanapura, arekere, begur, gottigere, hulimavu, kothnur, basaveshwaranagar, kamakshipalya, kengeri, mahalakshmi layout, nagarbhavi, nandini layout, nayandahalli, rajarajeshwari nagar, vijayanagar, bommanahalli, bommasandra, btm layout, electronic city, hsr layout, koramangala, madiwala, hebbal, jalahalli, mathikere, peenya, r. t. nagar, vidyaranyapura, yelahanka, yeshwanthpur, 
0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 0.138888888889, 
